Accuracy,AUROC,AUPRC,n_neighbors,weights,metric
0.8992792109256449,0.9065393086596597,0.7661250862620202,256,distance,manhattan
0.8981790591805765,0.9105628815470872,0.7689661309595456,256,distance,cosine
0.8984066767830046,0.9133072465622968,0.7747871124105539,256,distance,l2
