mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_iter,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_auroc,split1_test_auroc,split2_test_auroc,split3_test_auroc,split4_test_auroc,mean_test_auroc,std_test_auroc,rank_test_auroc,split0_test_auprc,split1_test_auprc,split2_test_auprc,split3_test_auprc,split4_test_auprc,mean_test_auprc,std_test_auprc,rank_test_auprc
6.15153398513794,0.3663085683464192,0.13926444053649903,0.1880614083268167,8,300,"{'max_depth': 8, 'max_iter': 300}",0.8986342943854325,0.8998482549317147,0.9021244309559939,0.9007587253414264,0.9028831562974203,0.9008497723823977,0.0015283372761170319,6,0.8026136334374392,0.7869748959862273,0.7976242371403662,0.7893786625539382,0.8114989579804917,0.7976180774196925,0.008930842416787432,11,0.7127366540306003,0.7063011719888421,0.7124801600116591,0.7070276613461816,0.7282626614996897,0.7133616617753946,0.00791425991849201,10
8.018403816223145,0.48884847995467956,0.08067216873168945,0.040663110861326436,8,400,"{'max_depth': 8, 'max_iter': 400}",0.8986342943854325,0.8986342943854325,0.9001517450682853,0.9015174506828528,0.9031866464339909,0.9004248861911988,0.0017497463193201258,13,0.8007331545510394,0.7860731673895209,0.7959182641195708,0.7891835792509536,0.8073229571537653,0.79584622449297,0.007687732493211112,16,0.7115144061622269,0.7049521689662459,0.7117676444179973,0.706203177769831,0.7244092233268635,0.7117693241286329,0.006888942263194242,14
2.245284175872803,0.23918184069849635,0.05603337287902832,0.04433699845926508,12,100,"{'max_depth': 12, 'max_iter': 100}",0.9003034901365705,0.9004552352048558,0.9022761760242792,0.9001517450682853,0.9024279210925645,0.901122913505311,0.001009304348911452,5,0.8068278696213567,0.791193270649171,0.798734039265889,0.7910347439109178,0.8156784034998077,0.8006936653894284,0.009482227973303137,2,0.7186142485660622,0.708670193013896,0.7148293056911659,0.7050669077117837,0.7285286734400396,0.7151418656845895,0.008182286768585121,3
4.713154220581055,0.6777385538577713,0.03145918846130371,0.0013717708236796041,12,200,"{'max_depth': 12, 'max_iter': 200}",0.8993930197268589,0.9,0.903793626707132,0.8996965098634294,0.9031866464339909,0.9012139605462822,0.0018782092196377353,2,0.8049765900036419,0.7896455944511274,0.7981369487086107,0.7890444803725736,0.814458982322986,0.7992525191717877,0.009609818568837216,8,0.717476316901797,0.7082781305792416,0.7146946811099479,0.7039724532185205,0.7289134779940771,0.7146670119607168,0.008556239200376924,5
6.447693014144898,0.3239349646066439,0.04554910659790039,0.004597075345447437,12,300,"{'max_depth': 12, 'max_iter': 300}",0.8990895295902883,0.8996965098634294,0.9028831562974203,0.8993930197268589,0.9030349013657056,0.9008194233687405,0.0017581485108297704,8,0.8026299574380424,0.7877570685221768,0.795592933685012,0.7878992712598266,0.8119449308477963,0.7971648323505708,0.009221132379500214,13,0.7144133000969253,0.7071846598960505,0.7128198311449235,0.7028636314397096,0.7289618278887656,0.7132486500932749,0.008866395449122518,11
8.282188081741333,0.30714014146483437,0.18311376571655275,0.2575433800591109,12,400,"{'max_depth': 12, 'max_iter': 400}",0.898937784522003,0.8995447647951441,0.9021244309559939,0.9007587253414264,0.9028831562974203,0.9008497723823977,0.001491739693771727,6,0.7999937462983604,0.7863782652599517,0.7945252060962555,0.7859856845412174,0.8092670268284141,0.7952299858048398,0.008764002642995638,18,0.71282292327488,0.7047414964175757,0.7111653803300702,0.7027830788561634,0.7257473811309456,0.711452052001927,0.008080848411572387,15
2.2581632137298584,0.24744225476769313,0.041274738311767575,0.04146714296468031,16,100,"{'max_depth': 16, 'max_iter': 100}",0.898937784522003,0.9006069802731411,0.9021244309559939,0.9,0.9019726858877086,0.9007283763277693,0.0012040567177467277,9,0.8061416868072646,0.79269910222595,0.7988118656631316,0.7892231247172039,0.815382159937077,0.8004515878701254,0.009425150561308162,3,0.7198229439365373,0.7101600383588523,0.7141198689256008,0.7057346430396584,0.7279341885346027,0.7155543365590503,0.007733877102186018,1
4.917532682418823,0.6925534142890748,0.06807808876037598,0.07319698410482013,16,200,"{'max_depth': 16, 'max_iter': 200}",0.8995447647951441,0.9007587253414264,0.9024279210925645,0.9010622154779969,0.902731411229135,0.9013050075872535,0.001162014550475077,1,0.8041554467901957,0.7909451918231012,0.7984148015921189,0.7894162537384262,0.8156129543405997,0.7997089296568883,0.00956165845015144,4,0.717517611377129,0.7087000411198894,0.714335962121534,0.7045034776201115,0.7275968774253188,0.7145307939327965,0.007927500570972863,6
6.60552134513855,0.7855071374182845,0.2369612693786621,0.1985050766829108,16,300,"{'max_depth': 16, 'max_iter': 300}",0.898937784522003,0.9001517450682853,0.9028831562974203,0.9009104704097117,0.9030349013657056,0.9011836115326253,0.0015810641915181944,3,0.8007308553960248,0.7886700629784541,0.7970799121906718,0.7884091088843028,0.8133704594645799,0.7976520797828067,0.00919763917268641,10,0.7132480887471508,0.7081888908455666,0.7119894023097562,0.7021718004287199,0.7277421913387769,0.7126680747339942,0.008464760676207897,13
8.54304084777832,0.2535714100560125,0.050582504272460936,0.001055742317775639,16,400,"{'max_depth': 16, 'max_iter': 400}",0.8983308042488619,0.9,0.9015174506828528,0.8996965098634294,0.9025796661608497,0.9004248861911988,0.001478716566322276,13,0.7989377444001781,0.7870309953685821,0.7964156863069685,0.7881071148731418,0.8105194022310126,0.7962021886359766,0.008510610517396468,15,0.7114149984023422,0.705720293650758,0.7123544163477769,0.7004035817011398,0.72456018906729,0.7108906958338614,0.008074466394167399,16
