mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_iter,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_auroc,split1_test_auroc,split2_test_auroc,split3_test_auroc,split4_test_auroc,mean_test_auroc,std_test_auroc,rank_test_auroc,split0_test_auprc,split1_test_auprc,split2_test_auprc,split3_test_auprc,split4_test_auprc,mean_test_auprc,std_test_auprc,rank_test_auprc
3.683596658706665,0.2566798315932844,0.4152733325958252,0.3209355770045436,2,100,"{'max_depth': 2, 'max_iter': 100}",0.69175,0.695375,0.68925,0.695125,0.6966875,0.6936375,0.0027330157335807557,28,0.8398656072489917,0.8409121828191779,0.8367714141150032,0.8420722155053411,0.8443288655996927,0.8407900570576412,0.0024974430697439955,28,0.6956562216345238,0.7000553701497197,0.6932376702673085,0.7005345093191181,0.7041501980131001,0.6987267938767541,0.0038472107910617844,28
7.174496603012085,0.2958012477610319,0.23409628868103027,0.21724578326987076,2,200,"{'max_depth': 2, 'max_iter': 200}",0.6975,0.698875,0.69625,0.698625,0.70175,0.6986,0.0018292758129926571,27,0.8446636047146511,0.8457326902378287,0.8417344629485873,0.8464052478030301,0.8488675118534572,0.845480703511511,0.0023276906582027517,27,0.7031120670124466,0.7071725463563174,0.7008937612094842,0.7079293422966401,0.7124520085543412,0.7063119450858458,0.00401628992688676,27
11.0821138381958,1.2436519646098987,0.7272439002990723,0.16077016525513996,2,300,"{'max_depth': 2, 'max_iter': 300}",0.69825,0.7019375,0.698,0.7015625,0.7048125,0.7009125,0.002539869583266025,26,0.8469108469655016,0.8481249518787112,0.8443175623704295,0.8484067643430265,0.8510107090913134,0.8477541669297965,0.0021766888234873347,26,0.7060649949798647,0.7110734145583799,0.7046221616761569,0.7099355546156004,0.7162418568118213,0.7095875965283647,0.004090774374364667,26
14.26353554725647,0.3169658998729081,0.9124035835266113,0.059125516554261,2,400,"{'max_depth': 2, 'max_iter': 400}",0.6993125,0.703,0.6994375,0.70225,0.7075625,0.7023125,0.0030101391163864662,25,0.8484163435634121,0.8496185478776996,0.8460050029915042,0.8498647696088099,0.8526946375681597,0.849319860321917,0.0021716299639933873,25,0.7078169311438383,0.7137341584358357,0.7072087476608515,0.7113616731143644,0.719543259504679,0.7119329539719137,0.004488813180158225,25
5.975571012496948,0.4693034595709378,0.38599381446838377,0.3185704807640488,4,100,"{'max_depth': 4, 'max_iter': 100}",0.7023125,0.7063125,0.70175,0.7035,0.7076875,0.7043125,0.0023072575712304094,24,0.8521392607971846,0.8531318084169541,0.8500828394779983,0.8532486649741947,0.856081207562356,0.8529367562457375,0.0019392651388922004,24,0.7155360025687917,0.7189162553720285,0.7135323819587803,0.715685045068093,0.7234962426632249,0.7174331855261837,0.0034880288049607363,24
10.905115938186645,0.5895439067689243,0.5162354469299316,0.2669580695736816,4,200,"{'max_depth': 4, 'max_iter': 200}",0.7066875,0.7104375,0.706875,0.710125,0.7115625,0.7091375,0.0019832895653433885,23,0.8570297436679432,0.8582474468362934,0.8556628503969383,0.858385770600132,0.8605830876249568,0.8579817798252527,0.0016299936388876786,23,0.7224648647409646,0.7266554281819483,0.7222910737440801,0.7234907958711431,0.7313962219931037,0.7252596769062479,0.003445513811222802,23
15.965159177780151,0.5197213595605831,0.8775971889495849,0.02404810593919882,4,300,"{'max_depth': 4, 'max_iter': 300}",0.7125625,0.7165625,0.71225,0.714375,0.7193125,0.7150125,0.0026432106423817216,22,0.8605481432012295,0.8619674530983351,0.8592128530771247,0.8617253365633916,0.8640547014483686,0.86150169747769,0.001608281471712702,22,0.7285367751123517,0.7327288845440024,0.7291973415052683,0.7282361424063032,0.7376266893510013,0.7312651665837853,0.003563886929445888,22
21.904229497909547,0.7449756009426243,1.116520881652832,0.47396043761365403,4,400,"{'max_depth': 4, 'max_iter': 400}",0.7160625,0.7188125,0.7185,0.715125,0.7228125,0.7182625,0.0026737730831167933,16,0.8631556431389157,0.8645153841609569,0.8628327143792079,0.8641991971674002,0.8670008243005755,0.8643407526294112,0.0014700462091311525,20,0.7324857293587962,0.7371897233000838,0.7356584085314996,0.7328126925185655,0.7427955642877544,0.7361884235993399,0.0037428152534692864,19
9.65303339958191,0.7400684545066422,0.18248238563537597,0.17732095360249098,8,100,"{'max_depth': 8, 'max_iter': 100}",0.71425,0.7165,0.7124375,0.7146875,0.71875,0.7153250000000001,0.0021452709619066875,21,0.8634104392679798,0.8646867749658416,0.8614429812155141,0.8633946375537169,0.8665017925299865,0.8638873251066077,0.0016685046101897307,21,0.7336048422040337,0.7360590061212341,0.7334155197312863,0.7306676484422224,0.7405183251194091,0.7348530683236371,0.0033073183855953426,21
16.6793493270874,0.6613676788072348,0.5409773826599121,0.27455218875143544,8,200,"{'max_depth': 8, 'max_iter': 200}",0.7243125,0.7281875,0.72525,0.7260625,0.7280625,0.726375,0.0015329709716755725,14,0.8707852352757302,0.871952300614172,0.8688184471477212,0.8708890856958248,0.8735757780300095,0.8712041693526915,0.0015588894773964532,15,0.7451471416619139,0.7484027587257028,0.7449758270546448,0.7447003284338253,0.7527475585987,0.7471947228949574,0.0030864680884440943,15
24.58415217399597,0.5129925551990712,0.8582499027252197,0.003045773860669138,8,300,"{'max_depth': 8, 'max_iter': 300}",0.731125,0.734,0.7343125,0.7355,0.7371875,0.7344250000000001,0.001993505079000297,10,0.8751740337565227,0.8768016804298582,0.8737691095364336,0.876147803542787,0.8783216209166849,0.8760428496364572,0.001529991707084684,10,0.7530476939079649,0.7570950542642,0.7537226830432567,0.7552254488724784,0.7603023077460178,0.7558786375667836,0.002612951006570515,10
32.23186492919922,0.5611352218035476,1.0448216915130615,0.25718656216983427,8,400,"{'max_depth': 8, 'max_iter': 400}",0.7365,0.7399375,0.740625,0.7425,0.7446875,0.74085,0.002729640544100975,5,0.8789099656631055,0.8800767625996068,0.8777779387282821,0.8803611717114658,0.8815206083627324,0.8797292894130384,0.0012812413774215524,5,0.7584954802030722,0.762440682548033,0.7604837691142965,0.7629869937884619,0.7656889515989654,0.7620191754505659,0.002423035218993353,5
